""	"H1975_DMSO_1"	"H1975_DMSO_2"	"H1975_DMSO_3"	"H1975_osi_DTP_1"	"H1975_osi_DTP_2"	"H1975_osi_DTP_3"
"EPHA8"	0	0.0352012352649282	0.0349510234818036	0.0343480796953363	0.185867553115683	0.21991133198353
"EPHB1"	0.0701164619042843	0.3553050009508	0.0558662873598428	0.20124217416087	0.180332750828166	0.255843662618281
"EPHB2"	71.5606978587764	72.0605301863589	78.1614596735142	68.2322736308654	60.9029673262414	67.7308707911447
"EPHB3"	18.1002443217629	4.60746847993589	12.0787254882062	1.35141143772918	1.58433579586518	0.84504367901523
"EPHB4"	308.383882900273	181.67026249262	257.207842375265	151.148641904105	152.63198598713	163.584586427449
"EPHB6"	3.76318359768082	2.69255550983756	2.55450885677414	3.28905845133553	1.71728461280312	2.45917998455976
"EPHX1"	39.7236652721086	42.1514338277265	37.8839291702102	73.3440501345084	56.4356515619726	57.3255366319215
"EPHX2"	42.195532539131	31.5402125156726	38.3162060826685	22.3278152201216	23.9910751967016	13.9158901390853
"EPHX3"	2.83968901306913	2.01258391553972	2.53210491521047	1.27290555329991	1.29953697272666	1.99176045398625
"EPHX4"	0.227560150949478	0.381117935181773	0.241046186663749	0.3279315181687	0.408516199383311	0.60885359082719
"EPM2A"	3.09701051127732	3.81807849243539	4.29557162587524	5.57802111407259	5.93730008819255	6.93147298964116
"EPM2AIP1"	29.4259926670731	40.1505272222529	35.1188042925431	45.2490316664712	36.2741284705073	58.4399520965601
"EPN1"	381.368443118433	322.210941087751	347.614178126105	240.429682480493	242.687337620761	216.681330937709
"EPN2"	71.2996213793734	64.1661666324194	73.8040089269977	59.1988606994962	55.913723206245	49.8109238560294
"EPN3"	36.2958792316167	8.52269661013692	30.3314935788286	0.445044692499898	0.520642175265998	1.18518893971866
"EPO"	0.168211431219666	0.0234208847464239	0.0929760363685931	0.0228518263500977	0.0205855043510728	0.0978854144005682
"EPOP"	27.1951018699763	27.9807207529935	27.0315010164395	16.6883758408733	27.1768728936715	23.1176458514568
"EPOR"	21.1555012574529	23.9343107710395	21.3750602243679	25.8712540748649	20.3021034396724	22.6102594474553
"EPPIN"	0.482383127910833	0.58405314570784	0.519224830175944	0.615066038397266	0.720343718987911	1.35079525344674
"EPPIN.WFDC6"	0	0	0	0	0	0
"EPPK1"	9.78554189593929	14.8463714369256	9.85570617543431	31.6761757415847	50.2210653642287	37.0924430539708
"EPRS1"	382.177091246928	394.800947965582	400.309140832507	357.043279851969	420.860974857421	388.946006261059
"EPS15"	54.2913961021681	58.533972146069	60.4319368812448	53.3826100077514	57.5291589375359	47.5189244189387
"EPS15L1"	41.1721144594861	62.816119061134	46.3681815005808	57.9648049122984	65.2027384858789	66.0231756075556
"EPS8"	117.325428043193	123.582490264705	123.802884363475	82.2904956042209	91.9380005870872	69.7750399594431
"EPS8L1"	21.5319372031768	14.6787468521728	18.7459395991281	13.1450831449528	7.66074955152372	9.61933562657288
"EPS8L2"	89.3942459895986	37.7453469949407	73.0874575442061	81.2881929317702	67.5069810251564	109.465473502711
"EPS8L3"	0	0	0	0	0	0
"EPSTI1"	2.24322368660605	0.706119191832291	1.69595776324313	0.299858957269384	0.300189412462017	0.406993529370048
"EPX"	0.14763433729262	0.140832046701941	0.302906906435089	0.59546547276372	0.70191585303984	0.758807994982498
"EPYC"	0	0	0	0	0	0.023713321121395
"EQTN"	0	0	0	0	0	0
"ERAL1"	95.000078815599	122.707283787679	106.431584733854	92.8752958431481	106.280024990834	82.9049857440988
"ERAP1"	48.2172072770852	55.5504651523582	49.0400211030949	80.6202356607109	76.4171100731143	90.278117124622
"ERAP2"	93.889042317501	120.746877906849	112.268059718044	156.25409105285	162.494523645183	142.357167713868
"ERAS"	0.126646190613484	0.11756785654277	0.0466708378127525	0.344132763077334	0.10332694147395	0.319453035781885
"ERBB2"	166.507998944818	115.252206800116	142.886600019675	202.585235820181	184.823511308776	196.837638690243
"ERBB3"	80.9092248638636	24.1893956737941	73.9054136239198	5.81895079484294	5.27051338340301	5.00675946093096
"ERBB4"	0	0	0.0527377594856114	0.051829929364413	0	0.0368836637487507
"ERBIN"	170.399635098416	165.878946400769	178.042820954934	293.568458605965	271.388815108871	252.667945824811
"ERC1"	72.6475553227146	79.8871977839645	96.0312529803636	108.694453208306	110.228617925582	99.6092610923064
"ERC2"	0.0835566962645505	0	0	0	0.0557545517977557	0.209716357007928
"ERCC1"	9.31138957693769	10.8048033108145	10.5537106763175	19.0916431315973	14.5192078363791	17.1680331084618
"ERCC2"	21.9442249465196	43.2091657287088	26.1369270322322	40.2478771186827	39.4858694354609	40.6976550899208
"ERCC3"	61.8691073643774	56.9958997413224	59.6054685975046	52.2559357308427	49.5248211384186	46.6028465982914
"ERCC4"	25.416083677307	30.6896106587799	26.5634946015847	24.5140141254618	27.4265568626979	19.8971045024471
"ERCC5"	20.2815376963098	18.6930952308231	19.5718957216748	23.2702698085892	23.9320404316956	21.1454239176865
"ERCC6"	71.3605217752739	78.8144661308083	73.9392291330393	214.423858400451	178.144787939975	161.593105335903
"ERCC6L"	58.6917414274086	55.3280243117199	58.755873213242	14.7834935693436	28.5836203111752	10.9974403586418
